ai_enabled,car_dirpath,car_id,car_make,car_model,car_name,car_name_abbreviated,car_types,car_weight,categories,created,first_sale,forum_url,free_with_subscription,has_headlights,has_multiple_dry_tire_types,has_rain_capable_tire_types,hp,price,price_display,rain_enabled,retired,search_filters,site_url
TRUE,mclaren570sgt4,135,McLaren,570S GT4,McLaren 570S GT4,M570S,"gs,gt4,road,sportscar",3086,sports_car,2021-01-25T00:00:00Z,2021-03-10T00:00:00Z,https://forums.iracing.com/categories/gt4,FALSE,TRUE,FALSE,TRUE,461,11.95,$11.95 ,TRUE,FALSE,"road,sportscar,gt4,gs",https://www.mclaren.com/
TRUE,mclaren720sgt3,188,Mclaren,McLaren 720S GT3 EVO,McLaren 720S GT3 EVO,720GT3,"gt3,road,sportscar",2932,sports_car,2024-06-12T16:09:00Z,2024-09-09T00:00:00Z,https://forums.iracing.com/categories/mclaren-720s-gt3-evo,FALSE,TRUE,FALSE,TRUE,740,11.95,$11.95 ,TRUE,FALSE,"road,sportscar,gt3",
FALSE,mclarenmp430,71,McLaren,MP4-30,McLaren MP4-30,MP430,"f1,formula1,formulaone,openwheel,road",1548,formula_car,2015-11-10T15:31:56Z,2015-12-07T00:00:00Z,https://forums.iracing.com/categories/mclaren-mp4-30,FALSE,FALSE,TRUE,FALSE,700,11.95,$11.95 ,FALSE,FALSE,"road,openwheel,f1,formula1,formulaone",http://www.mclaren.com/formula1/car/
TRUE,mercedesamgevogt3,156,Mercedes-AMG,GT3 Evo,Mercedes-AMG GT3 2020,MGT3E,"gt3,gtd,road,sportscar",2833,sports_car,2022-03-29T08:28:13Z,2022-06-06T00:00:00Z,https://forums.iracing.com/categories/gt3,FALSE,TRUE,FALSE,TRUE,515,11.95,$11.95 ,TRUE,FALSE,"road,sportscar,gt3,gtd",https://customerracing.mercedes-amg.com/en/vehicles/mercedes-amg-gt3.html
TRUE,mercedesamggt4,157,Mercedes-AMG,GT4,Mercedes-AMG GT4,MGT4,"gt4,gtd,road,sportscar",3064,sports_car,2022-04-05T10:21:30Z,2022-06-06T00:00:00Z,https://forums.iracing.com/categories/gt4,FALSE,TRUE,FALSE,TRUE,515,11.95,$11.95 ,TRUE,FALSE,"road,sportscar,gt4,gtd",https://customerracing.mercedes-amg.com/en/vehicles/mercedes-amg-gt4.html
TRUE,mercedesw12,145,Mercedes,W12,Mercedes-AMG W12 E Performance,MW12,"amg,f1,formula,formula1,openwheel,road,w12",1655,formula_car,2021-09-20T14:57:34Z,2021-12-06T00:00:00Z,https://forums.iracing.com/categories/mercedes-amg-w12-e-performance,FALSE,FALSE,TRUE,FALSE,1000,11.95,$11.95 ,FALSE,FALSE,"road,amg,w12,openwheel,formula,f1,formula1",http://www.mercedes-amg.com/lifestyle_racing.php
TRUE,mercedesw13,161,Mercedes,W13,Mercedes-AMG W13 E Performance,MW13,"amg,f1,formula,formula1,openwheel,road,w12",1753,formula_car,2022-10-20T11:21:59Z,2022-12-06T00:00:00Z,https://forums.iracing.com/categories/mercedes-amg-w13-e-performance,FALSE,FALSE,TRUE,FALSE,1070,11.95,$11.95 ,FALSE,FALSE,"road,amg,w12,openwheel,formula,formula1,f1",http://www.mercedes-amg.com/lifestyle_racing.php
TRUE,ministock,191,,Mini Stock,Mini Stock,MNSTK,"mini,oval,rookie,stock",2350,oval,2024-07-16T11:21:04Z,2024-09-04T00:00:00Z,https://forums.iracing.com/categories/mini-stock,TRUE,FALSE,FALSE,FALSE,200,0,$0.00 ,FALSE,FALSE,"oval,stock,mini,rookie",
TRUE,skmodified\tour,31,Modified,Tour,Modified - NASCAR Whelen Tour,TMOD,"mod,nascar,oval,tour mod",2645,oval,2010-06-24T09:28:30Z,2010-06-30T00:00:00Z,https://forums.iracing.com/categories/tour-modified,FALSE,FALSE,FALSE,FALSE,612,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,mod,tour mod",
TRUE,skmodified,2,Modified,SK,Modified - SK,SK,"mod,nascar,oval,sk mod",2600,oval,2006-05-03T21:15:00Z,2008-02-03T00:00:00Z,https://forums.iracing.com/categories/sk-modifieds-fixed,FALSE,FALSE,FALSE,FALSE,370,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,mod, sk mod",
TRUE,stockcars\camarozl12018,103,Chevrolet,Camaro ZL1,NASCAR Cup Series Chevrolet Camaro ZL1,ZL1,"chevy,classa,cupcar,nascar,oval",3200,oval,2018-08-16T10:23:25Z,2018-09-05T00:00:00Z,https://forums.iracing.com/categories/NASCARCup,FALSE,FALSE,FALSE,FALSE,750,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar,classa,chevy",
TRUE,stockcars\fordmustang2019,110,Ford,Mustang,NASCAR Cup Series Ford Mustang,FM2019,"classa,cupcar,nascar,oval",3300,oval,2019-04-26T09:18:50Z,2019-06-03T00:00:00Z,https://forums.iracing.com/categories/NASCARCup,FALSE,FALSE,FALSE,FALSE,750,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar,classa",http://www.iracing.com
TRUE,stockcars\chevycamarozl12022,139,Chevrolet,Camaro ZL1,NASCAR Cup Series Next Gen Chevrolet Camaro ZL1,NGC,"chevy,cupcar,nascar,oval",3500,oval,2021-04-23T10:27:37Z,2021-05-04T00:00:00Z,https://forums.iracing.com/categories/NextGen,FALSE,FALSE,FALSE,FALSE,670,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar,chevy",
TRUE,stockcars\fordmustang2022,140,Ford,Mustang,NASCAR Cup Series Next Gen Ford Mustang,NGF,"cupcar,nascar,oval",3500,oval,2021-04-23T10:30:22Z,2021-05-04T00:00:00Z,https://forums.iracing.com/categories/NextGen,FALSE,FALSE,FALSE,FALSE,670,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar",
TRUE,stockcars\toyotacamry2022,141,Toyota,Camry,NASCAR Cup Series Next Gen Toyota Camry,NGT,"cupcar,nascar,oval",3500,oval,2021-04-23T10:35:39Z,2021-05-04T00:00:00Z,https://forums.iracing.com/categories/NextGen,FALSE,FALSE,FALSE,FALSE,670,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar",
TRUE,stockcars\toyotacamry,56,Toyota,Camry-Gen6,NASCAR Cup Series Toyota Camry,TC,"classa,cupcar,nascar,oval",3300,oval,2014-03-26T11:58:04Z,2014-04-28T00:00:00Z,https://forums.iracing.com/categories/NASCARCup,FALSE,FALSE,FALSE,FALSE,750,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar,classa",http://www.iracing.com
TRUE,stockcars\buicklesabre87,154,Buick,LeSabre,NASCAR Legends Buick LeSabre - 1987,B87,"nascar,oval",3700,oval,2022-01-21T14:45:39Z,2022-03-08T00:00:00Z,https://forums.iracing.com/categories/87Cars,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar",
TRUE,stockcars\chevymontecarlo87,124,Chevrolet,Monte Carlo,NASCAR Legends Chevrolet Monte Carlo - 1987,C87,"chevy,cupcar,nascar,oval,winstoncup",3700,oval,2020-05-08T11:25:27Z,2020-06-01T00:00:00Z,https://forums.iracing.com/categories/87Cars,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar,winstoncup,chevy",
TRUE,stockcars\fordthunderbird87,125,Ford,Thunderbird,NASCAR Legends Ford Thunderbird - 1987,F87,"cupcar,nascar,oval,winstoncup",3700,oval,2020-05-08T11:28:49Z,2020-06-01T00:00:00Z,https://forums.iracing.com/categories/87Cars,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,cupcar,winstoncup",
TRUE,stockcars\pontiacgrandprix87,175,Pontiac,NASCAR Legends Pontiac Grand Prix - 1987,NASCAR Legends Pontiac Grand Prix - 1987,P87,"nascar,oval",3700,oval,2023-08-07T09:58:03Z,2023-09-06T00:00:00Z,https://forums.iracing.com/categories/87Cars,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar",
TRUE,trucks\silverado2019,111,Chevrolet,Silverado,NASCAR Truck Chevrolet Silverado,CS2019,"chevy,craftsman,nascar,oval,truck",3450,oval,2019-04-26T09:21:42Z,2022-03-08T00:00:00Z,https://forums.iracing.com/categories/OvalTrucks,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,truck,craftsman,chevy",
TRUE,trucks\fordf150,123,Ford,F150,NASCAR Truck Ford F150,F150,"craftsman,nascar,oval,truck",3450,oval,2020-05-06T09:14:38Z,2022-03-08T00:00:00Z,https://forums.iracing.com/categories/OvalTrucks,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,truck,craftsman",
TRUE,trucks\toyotatundra2022,155,Toyota,Tundra TRD Pro,NASCAR Truck Toyota Tundra TRD Pro,TTP,"craftsman,nascar,oval,truck",3450,oval,2022-02-17T15:59:33Z,2022-03-08T00:00:00Z,https://forums.iracing.com/categories/OvalTrucks,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,truck,craftsman",https://www.toyota.com/racing/nascar-truck
TRUE,stockcars2\camaro2019,114,Chevrolet,Camaro,NASCAR XFINITY Chevrolet Camaro,XCC,"chevy,classb,nascar,nationwide,oval,xfinity",3450,oval,2019-08-14T09:14:12Z,2019-09-04T00:00:00Z,https://forums.iracing.com/categories/Xfinity,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,xfinity,nationwide,classb,chevy",http://www.iracing.com
TRUE,stockcars2\mustang2019,115,Ford,Mustang,NASCAR XFINITY Ford Mustang,XFM,"classb,nascar,nationwide,oval,xfinity",3450,oval,2019-08-14T09:16:26Z,2019-09-04T00:00:00Z,https://forums.iracing.com/categories/Xfinity,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,xfinity,nationwide,classb",http://www.iracing.com
TRUE,stockcars2\supra2019,116,Toyota,Supra,NASCAR XFINITY Toyota Supra,XTS,"classb,nascar,nationwide,oval,xfinity",3450,oval,2019-08-14T09:18:06Z,2019-09-04T00:00:00Z,https://forums.iracing.com/categories/Xfinity,FALSE,FALSE,FALSE,FALSE,650,11.95,$11.95 ,FALSE,FALSE,"oval,nascar,xfinity,nationwide,classb",http://www.iracing.com
TRUE,nissangtpzxt,77,Nissan,GTP ZX-T,Nissan GTP ZX-T,ZXT,"gtp,imsa,prototype,road",2097,sports_car,2016-07-28T14:54:24Z,2017-09-09T00:00:00Z,https://forums.iracing.com/categories/kamel-gt-championship-%28audi-gt-nissan-zx%29,FALSE,TRUE,FALSE,FALSE,795,11.95,$11.95 ,FALSE,FALSE,"road,prototype,gtp,imsa",http://www.iracing.com
FALSE,solstice,3,Pontiac,Solstice,Pontiac Solstice,SOL,"road,sportscar",2948,sports_car,2006-10-17T19:30:00Z,2008-02-04T00:00:00Z,https://forums.iracing.com/categories/rookie-road-racing-cars,TRUE,TRUE,FALSE,FALSE,177,0,$0.00 ,FALSE,FALSE,"road,sportscar",
FALSE,solstice\rookie,10,Pontiac,Solstice,Pontiac Solstice - Rookie,SOL-R,"road,sportscar",2948,sports_car,2007-08-19T15:30:00Z,2008-02-04T00:00:00Z,https://forums.iracing.com/categories/rookie-road-racing-cars,TRUE,FALSE,FALSE,FALSE,177,0,$0.00 ,FALSE,FALSE,"road,sportscar",
TRUE,porsche718gt4,119,Porsche,718 Cayman GT4 Clubsport MR,Porsche 718 Cayman GT4 Clubsport MR,P718,"gs,gt4,road,sportscar",2910,sports_car,2019-12-23T15:07:35Z,2020-03-02T00:00:00Z,https://forums.iracing.com/categories/gt4,FALSE,TRUE,FALSE,TRUE,425,11.95,$11.95 ,TRUE,FALSE,"road,sportscar,gt4,gs",http://www.porsche.com/
TRUE,porsche992cup,143,Porsche,992,Porsche 911 GT3 Cup (992),P992,"road,sportscar",2778,sports_car,2021-07-13T15:33:30Z,2021-09-07T00:00:00Z,https://forums.iracing.com/categories/porsche-gt3-cup-991,FALSE,TRUE,FALSE,TRUE,510,11.95,$11.95 ,TRUE,FALSE,"road,sportscar",https://www.porsche.com/international/motorsportandevents/motorsport/
TRUE,porsche992rgt3,169,Porsche,992 GT3 R,Porsche 911 GT3 R (992),992R,"road,sportscar",2756,sports_car,2023-03-31T09:10:14Z,2023-06-06T00:00:00Z,https://forums.iracing.com/categories/porsche-911-gt3-r-%28992%29,FALSE,TRUE,FALSE,TRUE,565,11.95,$11.95 ,TRUE,FALSE,"road,sportscar",
TRUE,porsche991rsr,102,Porsche,911 RSR,Porsche 911 RSR,RSR,"gte,gtlm,road,sportscar",2740,sports_car,2018-05-09T14:10:32Z,2018-06-04T00:00:00Z,https://forums.iracing.com/categories/gte,FALSE,TRUE,FALSE,FALSE,510,11.95,$11.95 ,FALSE,FALSE,"road,sportscar,gte,gtlm",https://www.porsche.com/international/motorsportandevents/motorsport/
TRUE,porsche919,100,Porsche,919,Porsche 919,919,"lmp1,prototype,road",1929,sports_car,2018-02-21T13:13:23Z,2018-03-05T00:00:00Z,https://forums.iracing.com/categories/porsche-919,FALSE,TRUE,FALSE,FALSE,900,11.95,$11.95 ,FALSE,FALSE,"road,prototype,lmp1",https://www.porsche.com/international/motorsportandevents/motorsport/
TRUE,porsche963gtp,174,Porsche,Porsche 963 GTP,Porsche 963 GTP,PGTP,"gtp,lmdh,prototype,road",2469,sports_car,2023-07-12T10:45:55Z,2023-09-06T00:00:00Z,https://forums.iracing.com/categories/porsche-963-gtp,FALSE,TRUE,FALSE,TRUE,665,11.95,$11.95 ,TRUE,FALSE,"road,gtp,lmdh,prototype",
FALSE,porschemissionr,158,Porsche,Porsche Mission R,Porsche Mission R,PMR,road,3307,sports_car,2022-07-13T11:29:07Z,2022-09-06T00:00:00Z,https://forums.iracing.com/categories/porsche-mission-r,FALSE,TRUE,FALSE,FALSE,1073,11.95,$11.95 ,FALSE,FALSE,road,
TRUE,radicalsr10,149,Radical,SR10,Radical SR10,SR10,"prototype,road",1598,sports_car,2022-01-07T17:14:01Z,2022-06-06T00:00:00Z,,FALSE,TRUE,FALSE,FALSE,425,11.95,$11.95 ,FALSE,FALSE,"road,prototype",https://www.radicalsportscars.com/our-cars/sr10
FALSE,radical\sr8,13,Radical , ,Radical SR8,SR8,"prototype,road",1750,sports_car,2008-05-01T03:20:00Z,2008-02-03T00:00:00Z,https://forums.iracing.com/categories/radical-sr8-v8,TRUE,TRUE,FALSE,FALSE,360,0,$0.00 ,FALSE,FALSE,"road,prototype", 
TRUE,raygr22,163,Ray,Ray GR22,Ray FF1600,GR22,"ford,formula,openwheel,road",1108,formula_car,2023-01-18T09:55:06Z,2023-03-07T00:00:00Z,https://forums.iracing.com/categories/ray-ff1600,TRUE,FALSE,FALSE,TRUE,116,0,$0.00 ,TRUE,FALSE,"road,formula,ford,openwheel",
TRUE,renaultcliocup,162,Renault,Clio,Renault Clio,RENC,road,2271,sports_car,2023-01-09T10:46:06Z,2023-03-07T00:00:00Z,https://forums.iracing.com/categories/renault-clio-r-s-v,FALSE,TRUE,FALSE,TRUE,200,11.95,$11.95 ,TRUE,FALSE,road,
FALSE,rufrt12r\awd,48,Ruf,AWD,Ruf RT 12R AWD,R12A,"911,road,sportscar",3100,sports_car,2013-05-31T08:29:32Z,2014-01-27T00:00:00Z,https://forums.iracing.com/categories/ruf-%28all-specs%29,FALSE,TRUE,FALSE,FALSE,675,11.95,$11.95 ,FALSE,FALSE,"road,sportscar,911",http://www.iracing.com
FALSE,rufrt12r\track\cspec,52,Ruf,C-Spec,Ruf RT 12R C-Spec,R12C,"911,road,sportscar",2645,sports_car,2013-11-21T13:43:02Z,2013-12-18T00:00:00Z,https://forums.iracing.com/categories/ruf-%28all-specs%29,FALSE,TRUE,FALSE,FALSE,435,11.95,$11.95 ,FALSE,FALSE,"road,sportscar,911",http://www.ruf-automobile.de/
FALSE,rufrt12r\rwd,49,Ruf,RWD,Ruf RT 12R RWD,R12R,"911,road,sportscar",3100,sports_car,2013-07-01T15:39:18Z,2013-12-18T00:00:00Z,https://forums.iracing.com/categories/ruf-%28all-specs%29,FALSE,TRUE,FALSE,FALSE,675,11.95,$11.95 ,FALSE,FALSE,"road,sportscar,911",http://www.iracing.com
FALSE,rufrt12r\track,50,Ruf,Track,Ruf RT 12R Track,R12T,"911,road,sportscar",2645,sports_car,2013-07-01T15:40:33Z,2013-12-18T00:00:00Z,https://forums.iracing.com/categories/ruf-%28all-specs%29,FALSE,TRUE,FALSE,FALSE,493,11.95,$11.95 ,FALSE,FALSE,"road,sportscar,911",http://www.iracing.com
TRUE,specracer,23,SCCA Enterprises,,SCCA Spec Racer Ford,SRF,"prototype,road,srf",1560,sports_car,2009-03-31T08:42:32Z,2009-04-27T00:00:00Z,https://forums.iracing.com/categories/spec-racer-ford,TRUE,FALSE,FALSE,FALSE,135,0,$0.00 ,FALSE,FALSE,"road,prototype,srf",
TRUE,silvercrown,18,,,Silver Crown,SC,"oval,usac",1600,oval,2008-04-24T14:20:00Z,2008-06-05T00:00:00Z,https://forums.iracing.com/categories/silver-crown,FALSE,FALSE,FALSE,FALSE,819,11.95,$11.95 ,FALSE,FALSE,"oval,usac",
TRUE,rt2000,1,,,Skip Barber Formula 2000,SBRS,"openwheel,road,rt2000,sbrs,skippy",1250,formula_car,2006-05-03T19:10:00Z,2008-02-03T00:00:00Z,https://forums.iracing.com/categories/skip-barber-formula-2000,FALSE,FALSE,FALSE,TRUE,132,11.95,$11.95 ,TRUE,FALSE,"road,openwheel,skippy,sbrs,rt2000",
FALSE,sprint,37,,,Sprint Car,SPRT,oval,1475,oval,2011-01-10T10:21:09Z,2011-02-09T00:00:00Z,https://forums.iracing.com/categories/sprint-car,FALSE,FALSE,FALSE,FALSE,820,11.95,$11.95 ,FALSE,FALSE,oval,http://www.iracing.com
TRUE,srx,179,SRX,SRX,SRX,SRX,"road,srx,superstar racing experience",3250,oval,2024-01-02T13:53:17Z,2024-03-05T00:00:00Z,https://forums.iracing.com/categories/srx,FALSE,FALSE,FALSE,FALSE,700,11.95,$11.95 ,FALSE,FALSE,"road,superstar racing experience,srx",
TRUE,stockcarbrasil\cruze,151,Cruze,Chevrolet,Stock Car Brasil Chevrolet Cruze,SCCC,"brasil,brazil,scb,stockcar,stockcarbrasil,stockcarproseries",3053,sports_car,2022-01-07T17:31:06Z,2022-03-08T00:00:00Z,https://forums.iracing.com/categories/stock-car-brasil-chevy-cruze-toyota-corolla,FALSE,TRUE,FALSE,FALSE,415,11.95,$11.95 ,FALSE,FALSE,"stockcarproseries,stockcarbrasil,scb,brasil,brazil,stockcar",
TRUE,stockcarbrasil\corolla,152,Toyota,Corolla,Stock Car Brasil Toyota Corolla,SCTC,"brasil,brazil,scb,stockcar,stockcarbrasil,stockcarproseries",3053,sports_car,2022-01-07T17:33:22Z,2022-03-08T00:00:00Z,https://forums.iracing.com/categories/stock-car-brasil-chevy-cruze-toyota-corolla,FALSE,TRUE,FALSE,FALSE,415,11.95,$11.95 ,FALSE,FALSE,"stockcarproseries,stockcarbrasil,scb,brasil,brazil,stockcar",
TRUE,streetstock\streetstock2,186,,Street Stock - Casino,Street Stock - Casino M2,SSC,"oval,ss",3400,oval,2024-05-06T15:21:23Z,2024-06-04T00:00:00Z,https://forums.iracing.com/categories/street-stock/,FALSE,FALSE,FALSE,FALSE,375,11.95,$11.95 ,FALSE,FALSE,"oval,ss",
TRUE,streetstock\streetstock3,187,,Street Stock - Eagle,Street Stock - Eagle T3,SSE,"oval,ss",3400,oval,2024-05-06T15:25:13Z,2024-06-04T00:00:00Z,https://forums.iracing.com/categories/street-stock/,FALSE,FALSE,FALSE,FALSE,375,11.95,$11.95 ,FALSE,FALSE,"oval,ss",
TRUE,streetstock,36,,,Street Stock - Panther C1,SS,"oval,ss",3400,oval,2010-11-04T15:48:16Z,2008-08-25T00:00:00Z,https://forums.iracing.com/categories/street-stock,TRUE,FALSE,FALSE,FALSE,375,0,$0.00 ,FALSE,FALSE,"oval,ss",http://www.iracing.com
FALSE,subaruwrxsti,101,Subaru,WRX STI,Subaru WRX STI,WRX,"dirt,dirtroad,irx,rallycross,subi",2860,dirt_road,2018-04-27T14:03:06Z,2018-06-04T00:00:00Z,https://forums.iracing.com/categories/Subaru_WRX,FALSE,FALSE,FALSE,FALSE,585,11.95,$11.95 ,FALSE,FALSE,"dirt,dirtroad,subi,rallycross,irx",https://vtcar.com/
TRUE,superformulalights324,178,Dallara,324,Super Formula Lights,SFL324,"openwheel,road,sf,sfl",1290,formula_car,2023-12-15T13:39:16Z,2024-03-05T00:00:00Z,https://forums.iracing.com/categories/super-formula-lights,FALSE,FALSE,FALSE,TRUE,276,11.95,$11.95 ,TRUE,FALSE,"road,openwheel,sf,sfl",
TRUE,superformulasf23\honda,172,Dallara,Super Formula SF23 - Honda,Super Formula SF23 - Honda,SF23H,"openwheel,road,sf",1477,formula_car,2023-05-11T13:34:35Z,2023-09-27T00:00:00Z,https://forums.iracing.com/categories/super-formula-sf23-toyota,FALSE,FALSE,FALSE,TRUE,550,11.95,$11.95 ,TRUE,FALSE,"road,openwheel,sf",
TRUE,superformulasf23\toyota,171,Dallara,Super Formula SF23 - Toyota,Super Formula SF23 - Toyota,SF23T,"openwheel,road,sf",1477,formula_car,2023-05-11T13:31:59Z,2023-09-06T00:00:00Z,https://forums.iracing.com/categories/super-formula-sf23-toyota,FALSE,FALSE,FALSE,TRUE,550,11.95,$11.95 ,TRUE,FALSE,"road,openwheel,sf",
TRUE,superlatemodel,54,,Super Late Model,Super Late Model,SLM,"oval,slm",2800,oval,2014-01-07T12:59:02Z,2014-01-24T00:00:00Z,https://forums.iracing.com/categories/super-late-model,FALSE,FALSE,FALSE,FALSE,550,11.95,$11.95 ,FALSE,FALSE,"oval,slm",http://www.iracing.com/
TRUE,supercars\chevycamarogen3,192,Chevrolet,Supercars Chevrolet Camaro Gen 3,Supercars Chevrolet Camaro Gen 3,SCCG3,"road,supercars",2955,sports_car,2024-07-17T14:23:00Z,2024-12-10T00:00:00Z,https://forums.iracing.com/categories/gen-3-supercars-|-ford-mustang-chevy-camaro/,FALSE,TRUE,FALSE,TRUE,600,11.95,$11.95 ,TRUE,FALSE,"road,supercars",
TRUE,supercars\fordmustanggen3,190,Ford,Supercars Ford Mustang Gen 3,Supercars Ford Mustang Gen 3,SFMG3,"road,supercars",2955,sports_car,2024-07-16T11:10:05Z,2024-12-10T00:00:00Z,https://forums.iracing.com/categories/gen-3-supercars-|-ford-mustang-chevy-camaro/,FALSE,TRUE,FALSE,TRUE,600,11.95,$11.95 ,TRUE,FALSE,"road,supercars",
TRUE,toyotagr86,160,Toyota,GR86,Toyota GR86,GR86,"road,street circuit",2868,sports_car,2022-10-13T15:10:11Z,2022-12-06T00:00:00Z,https://forums.iracing.com/categories/toyota-gr86,TRUE,TRUE,FALSE,TRUE,228,0,$0.00 ,TRUE,FALSE,"road,street circuit",https://www.toyota.com/gr86/
TRUE,usf2000usf17,121,USF 2000,PM-17,USF 2000,PM17,"f2000,openwheel,oval,road",1100,formula_car,2020-03-31T14:56:46Z,2020-06-01T00:00:00Z,https://forums.iracing.com/categories/usf-2000,FALSE,FALSE,FALSE,FALSE,175,11.95,$11.95 ,FALSE,FALSE,"road,openwheel,oval,f2000",https://www.usf2000.com/about/road-to-indy
FALSE,vwbeetlegrc,91,Volkswagen,Beetle,VW Beetle,VWB,"dirt,dirtroad,irx,rallycross",3000,dirt_road,2017-03-31T15:10:51Z,2017-12-04T00:00:00Z,https://forums.iracing.com/categories/volkswagen-beetle-grc-lite,TRUE,FALSE,FALSE,FALSE,600,0,$0.00 ,FALSE,FALSE,"dirt,dirtroad,rallycross,irx",http://www.iracing.com/
FALSE,vwbeetlegrc\lite,138,Volkswagen,Beetle - Lite,VW Beetle - Lite,VWBL,"dirt,dirtroad,irx,rallycross",1371,dirt_road,2021-04-13T13:58:02Z,2021-06-08T00:00:00Z,https://forums.iracing.com/categories/volkswagen-beetle-grc-lite,TRUE,FALSE,FALSE,FALSE,262,0,$0.00 ,FALSE,FALSE,"dirt,dirtroad,rallycross,irx",http://www.iracing.com/
TRUE,jettatdi,27,Volkswagen,Jetta TDI,VW Jetta TDI Cup,VWTDI,"road,sportscar",3041,sports_car,2009-06-22T10:28:55Z,2009-06-22T00:00:00Z,https://forums.iracing.com/categories/rookie-road-racing-cars,TRUE,TRUE,FALSE,FALSE,170,0,$0.00 ,FALSE,FALSE,"road,sportscar",http://www.vw.com/vwhype/motorsport/en/us/#/jetta_tdi_cup/welcome/
TRUE,williamsfw31,33,Williams,FW31,Williams-Toyota FW31,FW31,"f1,formula1,formulaone,openwheel,road",1331,formula_car,2010-08-05T10:10:05Z,2010-10-26T00:00:00Z,https://forums.iracing.com/categories/williams-fw31,FALSE,FALSE,FALSE,FALSE,750,11.95,$11.95 ,FALSE,FALSE,"road,openwheel,f1,formula1,formulaone",http://www.attwilliams.com/
